0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
object_category ,object_type ,offer_type ,ref_object ,object_street ,object_zip ,object_city ,object_state ,object_country ,object_title ,object_description ,selling_price ,rent_net ,rent_extra ,price_unit ,picture_1_filename ,picture_2_filename ,picture_3_filename ,picture_4_filename ,picture_5_filename ,picture_1_title ,picture_2_title ,picture_3_title ,picture_4_title ,picture_5_title ,picture_1_description ,picture_2_description ,picture_3_description ,picture_4_description ,picture_5_description ,movie_filename ,movie_title ,movie_description ,document_filename ,document_title ,document_description ,url ,agency_id ,agency_name ,agency_name_2 ,agency_reference ,agency_street ,agency_zip ,agency_city ,agency_country ,agency_phone ,agency_mobile ,agency_fax ,agency_email ,agency_logo ,visit_name ,visit_phone ,visit_email ,visit_remark ,publish_until ,destination ,picture_6_filename ,picture_7_filename ,picture_8_filename ,picture_9_filename ,picture_6_title ,picture_7_title ,picture_8_title ,picture_9_title ,picture_6_description ,picture_7_description ,picture_8_description ,picture_9_description ,picture_1_url ,picture_2_url ,picture_3_url ,picture_4_url ,picture_5_url ,picture_6_url ,picture_7_url ,picture_8_url ,picture_9_url ,distance_motorway ,ceiling_height ,hall_height ,maximal_floor_loading ,carrying_capacity_crane ,carrying_capacity_elevator ,isdn ,wheelchair_accessible ,animal_allowed ,ramp ,lifting_platform ,railway_terminal ,restrooms ,water_supply ,sewage_supply ,power_supply ,gas_supply ,municipal_info ,own_object_url ,billing_anrede ,billing_first_name ,billing_name ,billing_company ,billing_street ,billing_post_box ,billing_zip ,billing_place_name ,billing_land ,billing_phone_1 ,billing_phone_2 ,billing_mobile ,billing_language ,publishing_id ,delivery_id ,picture_10_filename ,picture_11_filename ,picture_12_filename ,picture_13_filename ,picture_10_title ,picture_11_title ,picture_12_title ,picture_13_title ,picture_10_description ,picture_11_description ,picture_12_description ,picture_13_description ,picture_10_url ,picture_11_url ,picture_12_url ,picture_13_url ,commission_sharing ,commission_own ,commission_partner ,agency_logo_2 ,number_of_floors ,year_renovated ,flat_sharing_community ,corner_house ,middle_house ,building_land_connected ,gardenhouse ,raised_ground_floor ,new_building ,old_building ,under_building_laws ,under_roof ,swimmingpool ,minergie_general ,minergie_certified ,last_modified ,advertisement_id ,sparefield_1 ,sparefield_2 ,sparefield_3 ,sparefield_4 ,sparefield_5,sparefield_6,sparefield_7,sparefield_8,sparefield_9,sparefield_10
INDUS,1,RENT,11,Gotthelfstr. 50,3400,Burgdorf,BE,CH,Büro/Praxisräume zentral in Burgdorf,In der Liegenschaft können wir Ihnen die Mietflächen von 93m2 anbieten. Sie sind in Einzelräume aufgeteilt.<br /><br />Die Räumlichkeiten eignen sich ideal für Büro- / Praxis- oder Schulungsräume.<br /><br />Die Liegenschaft ist  nur 5 Gehminuten von Bahnhof und 12 Zugminuten von Bern entfernt.<br /><br />abgeschlossene Räume<br />Korridor mit Wandschränken<br />WC und Dusche<br />Balkon<br />Kellerabteil<br />kein Lift <br /><br />Eine Garage kann für CHF 120.-/monatlich dazu gemietet werden<br />gebührenpflichtige Parkplätze für Kunden in der Umgebung<br /><br /><br />Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Anfrage!,140.25,,,M2YEARLY,e00d8685-20a5-4e04-abba-de478ce415a9.jpg,8f7659e8-db69-4f2f-98b5-c34a8e92fab0.jpg,7833994d-455d-4140-92cc-6a35eaca0dba.jpg,,,Aussenansicht,Bad,Grundriss,,,,,,,,,,,,,,http://gotthelfstr-burgdorf.wincasaweb.ch/,wic,,Wincasa Filiale Bern,Strub Charlotte,Laupenstr. 19 / Postfach,3001,Bern,CH,031 385 86 36,,,,,,,,"Mieterin<br />Frau Bennett, Tel. 079 685 25 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,4007,Fronwagplatz 27,8200,Schaffhausen,SH,CH,Dachgeschoss-Wohnung mitten in Altstadt *MIETEN OHNE KAUTION*,Im Wandel der Zeit...<br /><br />- Hauptgebäude<br />- Dachbalken<br />- Grosszügige Räume<br />- Küche mit Induktionskochfeld und Geschirrspüler<br />- Bodenbelag Parkett<br />- WC / Bad mit Waschmaschine und Trockner<br />- Galerie <br />- Eingezogener Balkon<br />- Die Liegenschaft befindet sich mitten in der Altstadt<br />- Der Bahnhof ist wenige Gehminuten entfernt<br /><br />Wir freuen uns über Ihren Anruf oder Ihre Nachricht!,2595,2250,345,MONTHLY,760d784b-dcd5-4be1-a759-b4467d5a4f51.jpg,c811b3ae-8507-4173-92bf-b92eeb5a0cef.jpg,61228f39-9442-47d5-ba80-ad1107f2aa54.jpg,2576a937-01ca-4fac-b3ca-b5e77cbb6b59.jpg,fa8741a7-a134-42ce-bb88-59c354b22822.jpg,Aussenansicht,Aussenansicht,Wohnzimmer,Bad,Zimmer,,,,,,,,,40209fd5-7c00-49f1-9ceb-abf937a6d9de.pdf,Grundriss,,https://www.mywincasa.ch/go/rent/d40478e8-489c-4377-955c-91b4540fe5f1?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Winterthur,Köver Svenja,Technikumstr. 61,8401,Winterthur,CH,052 268 88 82,,,,,,,,,,,bfa5c485-452a-4136-9c07-aa420631fe0c.jpg,848e9999-c7d6-4210-b6d1-0399299d0acf.jpg,7485bfe2-0c05-4277-bdaf-117e9a94daf7.jpg,,Zimmer,Balkon/Terrasse/Sitzplatz,Diverse,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,N,N,N,,,Y,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,5,RENT,4009,Fronwagplatz 27,8200,Schaffhausen,SH,CH,Altstadt-Lagerraum neu entdeckt!,Hier haben Sie Platz für Ihr Hobby!<br />Der Lagerraum kann z.B. verwendet werden als:<br /><br />- Weinkeller bzw. -degustation<br />- Raum für Sammler<br />- Raum für Vernissagen<br />- Galerie<br />- und vieles mehr...<br /><br /><br />Gerne zeigen wir Ihnen die Räumlichkeiten bei einer Besichtigung. Wir freuen uns über Ihren Anruf oder Ihre Nachricht!,41.95,,,M2YEARLY,a26d25de-1541-4bb8-babc-ac20cf137e0e.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,,wic,,Wincasa Filiale Winterthur,Mössinger Magdalena,Technikumstr. 61,8401,Winterthur,CH,052 268 88 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,N,N,N,,,Y,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,5,RENT,4010,Fronwagplatz 27,8200,Schaffhausen,SH,CH,Lagerraum mitten in der Altstadt,Hier haben Sie Platz für ein Hobby.<br />Der Lagerraum kann z.B. verwendet werden als:<br /> <br />- Weinkeller<br />- Raum für Sammler<br />- und vieles mehr...<br /><br />Hier haben Sie also Platz für Ihr liebstes Hobby.<br /><br />Gerne zeigen wir Ihnen die Räumlichkeiten bei einer Besichtigung. Wir freuen uns über Ihren Anruf oder Ihre Nachricht!,72,,,M2YEARLY,0c2e65ee-d417-4ab7-80ba-4a92ca95cdda.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,,wic,,Wincasa Filiale Winterthur,Mössinger Magdalena,Technikumstr. 61,8401,Winterthur,CH,052 268 88 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,N,N,N,,,Y,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,5,RENT,4011,Fronwagplatz 27,8200,Schaffhausen,SH,CH,Ein neuer Raum für Musik?,Hier haben Sie Platz für ein Hobby <br /><br />- Musikraum<br />- Raum für Sammler<br />- und vieles mehr...<br /><br /><br />Gerne zeigen wir Ihnen die Räumlichkeiten bei einer Besichtigung. Wir freuen uns über Ihren Anruf oder Ihre Nachricht!,50,,,M2YEARLY,696a0aec-7be8-4a33-b5ed-9fbfd5f07b44.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,,wic,,Wincasa Filiale Winterthur,Mössinger Magdalena,Technikumstr. 61,8401,Winterthur,CH,052 268 88 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,N,N,N,,,Y,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,5,RENT,4012,Fronwagplatz 27,8200,Schaffhausen,SH,CH,Der ideale Platz um kreativ zu sein!,"Hier haben Sie Platz für ein Hobby oder Seminare.<br />Der Lagerraum kann z.B. verwendet werden als:<br /><br />- Musikraum<br />- Proberaum<br />- Eventraum <br />- Weinkeller bzw. -degustation<br />- Tanzschule<br />- Raum für Sammler<br />- Raum für Vernissagen<br />- Liquidationsverkauf<br />- und vieles mehr...<br /><br />Hier haben Sie also alle Möglichkeiten, die Sie sich vorstellen können.<br /><br />Gerne zeigen wir Ihnen die Räumlichkeiten bei einer Besichtigung. Wir freuen uns über Ihren Anruf oder Ihre Nachricht!",56.4,,,M2YEARLY,429fd393-bbcc-4cc2-b41f-26ad513bc3a8.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,,wic,,Wincasa Filiale Winterthur,Mössinger Magdalena,Technikumstr. 61,8401,Winterthur,CH,052 268 88 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,N,N,N,,,Y,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,21,Avenue de Champel 34,1206,Genève,GE,CH,"Quartier de Champel, attique -  appartement de 7 pièces","Surface de env. 180 m2, traversant, grands balcons/terrrasses<br />Séjour, salle à manger avec cheminée<br />Cuisine ouverte totalement équipée<br />3 chambres à coucher<br />1 espace lingerie/dressing<br />1 réduit<br />2 salles-de-bains, douches<br />1 wc visiteurs<br /><br />Garage fermé CHF 250.00 par mois<br /><br />Disponible rapidement",7450,6900,550,MONTHLY,c2834593-f324-494e-99d3-2e20f6556c1a.jpg,6775b17f-fe62-494d-8d21-8745bea5953a.jpg,b1cfb166-1863-4937-bea1-803abeb6ed28.jpg,db47c3e0-d63d-4cad-8b5e-82e632ed703a.jpg,478971a8-b5f5-4ff7-b139-c5173aa2424f.jpg,Vue extérieure,Vue extérieure,Vue intérieure,Cuisine,Balcon/terrasse/place,,,,,,,,,eb6f8ccf-8716-46f1-80e2-cae051ee7cfb.pdf,Plan d'ensemble,,https://www.mywincasa.ch/go/rent/fd29ae9a-2801-4e8c-839b-c10a946c3982?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Agence Genève,Corral Lidia,"28, bvd. du Pont d'Arve",1211,Genève,CH,022 404 65 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,1,RENT,18,Av. de Rumine 11,1005,Lausanne,VD,CH,Votre prochain bureau près du centre-ville,"Vos prochains bureaux prêts à l'emploi d'environ 155 m2 composés comme suit :<br /><br />- 7 bureaux fermés<br />- armoires murales <br />- un kitchenette avec frigo<br />- 2 WC séparés<br />- un balcon <br /><br />Places de parc intérieures disponibles.<br /><br />Les locaux sont proches du centre-ville et des transports en communs. <br /><br />Pour convenir d’une date de visite, merci de contacter Mme Gremion, 021 310 610 19, durant les heures de bureau.<br /><br />En cas d'intérêt pour l'objet, merci de nous transmettre les documents suivants:<br /><br />- Demande de location (www.wincasa.ch)<br />- Copie de l'Office des poursuites et faillites (validité de 2 mois maximum)<br /><br />Société :<br />- Copie des 3 derniers bilan et comptes de pertes et profits <br />- Copie d’un extrait du registre du commerce récent de votre société<br /><br />Raison individuelle :<br />- Copie des 3 dernières fiches de salaire<br />- Copie de la carte d'identité ou permis de séjour (B ou C)<br /><br />Si notre annonce a éveillé votre curiosité, n’hésitez pas à nous contacter",276.15,,,M2YEARLY,eccc6392-8d4b-4711-b80d-6acfab95f2eb.jpg,022affaf-007a-4b1d-af03-7ede06b05886.jpg,07aada62-fafd-4b27-8ce6-00d3c63a2bc3.jpg,71b82fce-63e1-40fb-842f-4d12fb2a1da7.jpg,cd314119-8064-4586-be9d-1eb022ccbd94.jpg,Vue extérieure,Vue extérieure,Vue extérieure,Salle de bains,Pièce,,,,,,,,,cf42a9e5-6fed-47df-9fc7-64e4c5b02eb7.pdf,Divers,,,wic,,Wincasa Agence Lausanne,Neumann Jérôme,Av. de Rumine 20,1002,Lausanne,CH,021 310 61 32,,021 310 61 99,,,,,,Florence Gremion<br />Av. de Rumine 20<br />1002 Lausanne<br />021 310 61 19<br />florence.gremion@wincasa.ch ,,,608cbf32-1525-4e4b-ad50-6e206f69d444.jpg,115c5d02-ef16-4159-b546-267560847ec0.jpg,9a27c29e-e022-458f-8268-497821213511.jpg,c9ea834b-a86d-48f8-8100-6153de8c4a3e.jpg,Pièce,Pièce,Pièce,Couloir,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,d815c2b6-51ee-4162-8ab4-06a7aa1e383a.jpg,7ad22869-3175-4a84-827c-25383eec5c40.jpg,,,Balcon/terrasse/place,Plan d'ensemble,,,,,,,,,,,,,,,,1998,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,81,"Trois-Rois 2, Parking",1005,Lausanne,VD,CH,Offrez un gîte à votre voiture pour l’hiver,"Plusieurs places de parc à louer pour voiture dans un parking souterrain près du centre-ville.<br /><br />Pour convenir d’une date de visite, merci de contacter Mme Gremion, 021 310 61 19, florence.gremion@wincasa.ch.<br /><br />En cas d'intérêt pour l'objet, merci de nous transmettre les documents suivants:<br /><br />- Demande de location (www.wincasa.ch)<br />- Copie de l'extrait de l'Office des poursuites (moins de 2 mois)<br />- Copie de la carte d'identité ou du permis de séjour<br /><br />Si notre annonce a éveillé votre curiosité, n’hésitez pas à nous contacter",130,130,,MONTHLY,30cfde5d-e80c-4762-8f90-7021def8e226.jpg,,,,,Vue extérieure,,,,,,,,,,,,,c344f4fa-2700-4a2f-988a-6b40a3eafe4c.pdf,Divers,,https://www.mywincasa.ch/go/rent/ddbcd4fe-3829-4b0f-9c05-a67d726a8eef?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Agence Lausanne,Gremion Florence,Av. de Rumine 20,1002,Lausanne,CH,021 310 61 19,,,,,,,,Florence Gremion<br />021 310 61 19<br />florence.gremion@wincasa.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,48,Rütiwiesenstr. 8,8136,Gattikon,ZH,CH,Mieten ohne Kaution - Ruhig und hell wohnen,"- Parkett im Wohnzimmer, Korridor, Schlaf- und Kinderzimmer<br />- Küche mit Glaskeramik<br />- modernes Badezimmer mit Doppellavabo und grossem Spiegelschrank<br />- Balkon<br />- ruhige und zentrale Lage<br />- Nähe Bushaltestelle und Einkaufsmöglich",1836,1440,396,MONTHLY,4411840a-023a-48f6-8193-609fdd2e350e.jpg,27397229-6747-43b8-aa6c-27016c9c914f.jpg,11495482-d71d-48b0-b585-a7460e6e315f.jpg,03a4efc7-276a-4977-8452-13b3fc62c0d9.jpg,,Aussenansicht,Küche,Bad,Grundriss,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/eb9b1208-2789-44e2-aca5-8bdf1de320c0?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Zug,Guler Silvia,Feldpark 3,6300,Zug,CH,041 414 29 07,,041 414 29 99,,,,,,<br /><br />Frau Bozic<br />Tel. 079 702 22 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,2521,Lettenstrasse 25,8408,Winterthur,ZH,CH,Ihr Wohntraum -  MIETEN OHNE KAUTION,- neuwertige Küche<br />- alle Zimmer Eichenparkett<br />- sep. WC mit Waschturm<br />- Bad/Dusche/WC<br />- grosszügige Loggia<br /><br />Die Wahl der Materialien schlagen Brücken. Mit der ansprechenden Holzfassade und dem schönen Eichenparkett auf d,2230,1970,260,MONTHLY,1c166599-f7c0-4759-98df-40075bd1ee36.jpg,cf8ed670-479b-4a2e-9c3a-bf3de0c1c080.jpg,03e05301-d307-4814-83f8-96ae05cf02c3.jpg,073e61d5-ab3a-47ba-b4d3-7063410b6090.jpg,,Aussenansicht,Wohnzimmer,Küche,Bad,,,,,,,,,,,,,http://www.lettenstrasse-burgstrasse.ch/,wic,,Wincasa Filiale Winterthur,Vegetti Helga,Technikumstr. 61,8401,Winterthur,CH,052 268 88 28,,052 268 87 63,,,,,,Dominic Füglister<br />Telefon: 079 577 11 34<br />,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,N,N,N,,,Y,N,,N,N,Y,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,9,Lettenstr. 17,9500,Wil SG,SG,CH,Wohnen ohne Kaution - Liegenschaft in beliebtem Wohnquartier,- Wohnzimmer mit Parkett<br />- Zimmer/Korridor mit Marmoleum<br />- moderne Küche mit Glaskeramik und Geschirrspüler<br />- Bad und separates WC mit Fenster<br />- Garage à CHF 110.- vorhanden<br /><br />Wir freuen uns auf Ihre Kontaktaufnahme!,1455,1230,225,MONTHLY,6770447b-a0f1-4f53-8018-22d3d5dc05a2.jpg,dc74a664-52d9-49c7-ae17-ba6efce768ff.jpg,8118f3ba-11fe-4fda-823a-ca9ee9bcf48e.jpg,63ccda1b-eb50-463e-bc1a-7ea58114775d.jpg,ff57e8e6-5c31-4fac-a3d1-a06d961ba629.jpg,Aussenansicht,Wohnzimmer,Küche,Bad,Bad,,,,,,,,,,,,http://lettenstrasse-wil.wincasaweb.ch/,wic,,Wincasa Filiale St. Gallen,Harzenmoser Alex,St. Leonhard-Str. 39,9001,St. Gallen,CH,071 421 69 31,,071 421 69 99,,,,,,,,,c5d5aa41-09d1-4d27-90e5-59f0e8744682.jpg,6088657c-e28e-45e1-a115-e3690d123219.jpg,,,Korridor,Grundriss,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,,Y,N,Y,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,26,Lettenstr. 21,9500,Wil SG,SG,CH,Mieten ohne Kaution  im ruhigen Wohnquartier,"- ganze Wohnung neuer Bodenbelag<br />- ruhige, kinderfreundliche Lage<br />- Küche mit GK<br />- Bad mit Fenster<br />- sep. WC mit Fenster<br />- Einbauschränke im Korridor<br />- sonniger Balkon<br /><br />- Garage für CHF 110.00/Monat verfügbar<br",1450,1230,220,MONTHLY,dcfbebc6-518a-48fa-a490-3cfd83aeb9f0.jpg,e1387c66-016c-4db9-8627-74660f03ed11.jpg,cb6feb00-f652-43b5-b97c-64015e5d4922.jpg,9019d88e-398e-49dd-883d-006361359399.jpg,f2486d2c-a3ee-4eb4-a4bf-c1f290d346f3.jpg,Aussenansicht,Aussenansicht,Wohnzimmer,Küche,Bad,,,,,,,,,,,,http://lettenstrasse-wil.wincasaweb.ch/,wic,,Wincasa Filiale St. Gallen,Harzenmoser Alex,St. Leonhard-Str. 39,9001,St. Gallen,CH,071 421 69 31,,071 421 69 99,,,,,,,,,b9161836-36b4-4282-9b57-00ae9952a2ad.jpg,,,,Grundriss,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,,Y,N,Y,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,13,Bodelenweg 100,3172,Niederwangen BE,BE,CH,Neubau - Bodelenweg - Mieten ohne Kaution,"Verfügbare Wohnung in der Neuüberbauung an erhöhter Lage am Bodelenweg  (Fotos typähnlich). Was Sie erwartet: <br /><br />- Parkett- und Plattenboden<br />- Moderne offene Küche mit Glaskeramikherd und Geschirrspüler<br />- Sonniger Balkon<br />- Bad mit Badewanne + Waschturm<br />- Sep. WC mit Dusche<br />- Kellerabteil<br />- Familienfreundlich mit vielseitig ausgestatteten Spielplätze<br />- 7 Minuten mit dem Zug nach Bern, fährt alle 15 Minuten<br />- Dorfzentrum zu Fuss erreichbar<br /><br />Bitte beachten Sie das die Bilder typenähnlich sind und nur den Ausbaustandard aufzeigen.<br /><br />Ruhig gelegen und doch gut angebunden. Da werden auch Sie sagen: «Hie wohne fägt!»<br /><br />Wir freuen uns auf Ihre Kontaktaufnahme",2240,1990,250,MONTHLY,d73ba8b4-ee6c-465f-ba2a-d48fb906a1ab.jpg,2d2722f5-c24f-4d08-bc4c-38e7d6cc918a.jpg,071154c8-af92-4387-940a-25ef61fe9634.jpg,376afe09-78af-45bb-907b-615f4bb884e1.jpg,ab77af59-781b-4ac6-be6c-2b3b3e080d1c.jpg,Aussenansicht,Aussenansicht,Küche,Bad,Grundriss,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/04823b41-ddfe-4149-8bea-4c96a04009e9?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Bern,Schmid Sahra,Laupenstr. 19 / Postfach,3001,Bern,CH,031 385 86 57,,031 385 86 99,,,,,,"Andrea Schär<br />Bodelenweg 100, 3172 Niederwangen BE<br />Telefon: 079 706 64 60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,Y,N,,N,N,Y,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,14,Rue du Progrès 13,2108,Couvet,NE,CH,Appartement moderne,- Situation calme et à proximité des commerces<br />- Cuisine agencée<br />- Salle de bains avec baignoire<br />- Parquet dans la chambre et au salon<br />- Beau balcon<br />- Cave et galetas,810,650,160,MONTHLY,87221ee0-d6d1-40b1-afb7-17d34bc4aadc.jpg,527bf1a1-0abe-4957-8589-92fcb18cad27.jpg,3ebec291-b6c0-4927-b6c0-2ed8afe6a306.jpg,1905bad4-240d-42fb-9123-b1ecea0f14cb.jpg,,Vue extérieure,Séjour,Cuisine,Salle de bains,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/5cc5ecda-4d4d-4921-9c90-d91b8bbdc1f8?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Agence Neuchâtel,Perret Fanny,Rue St-Honoré 2,2002,Neuchâtel,CH,032 432 63 06,,,,,,,,Celia Mara Jeannin<br />078 738 36 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,N,N,N,,,N,N,,Y,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,39,Rue du Progrès 17,2108,Couvet,NE,CH,Location avec caution gratuite,- Situé proche des commerces <br />- Cuisine agencée et entièrement équipée<br />- Salle de bains avec baignoire<br />- Parquet dans les chambres et le séjour<br />- Balcon<br />- Cave et galetas,1095,855,240,MONTHLY,72d78b19-5139-4578-94d0-bcdde6fdd59d.jpg,b8b158c1-d645-4c03-a1b5-cf1bbbba424f.jpg,2782ae98-3f3d-43dd-9078-3b6356f6f4f1.jpg,834d1576-19fd-42d8-97fe-7b18f1d0bdfb.jpg,2d6b3313-3133-4871-8ae5-ad46adcad672.jpg,Vue extérieure,Séjour,Cuisine,Salle de bains,couloir,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/3cc6ce6a-a0ab-4fdc-870c-32b58b214950?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Agence Neuchâtel,Perret Fanny,Rue St-Honoré 2,2002,Neuchâtel,CH,032 432 63 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,N,N,N,,,N,N,,Y,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,12,Ch. de Monséjour 19,1700,Fribourg,FR,CH,LOCATION AVEC CAUTION GRATUITE,- Cuisine habitable et séparée<br />- Salle de bains moderne <br />- Petit hall d'entrée<br />- Salon avec parquet<br />- Chambres avec armoires murales<br />- Balcon<br />- Proche de la gare,1505,1270,235,MONTHLY,6ed44eb4-93fe-46e6-bb43-bfda4c9ab6cb.jpg,,,,,Vue extérieure,,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/ae75a73d-8fc0-44a7-8b6b-400d366c8f56?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Agence Fribourg,Defferrard Noémie,Rue St-Pierre 6B,1700,Fribourg,CH,026 404 62 08,,026 404 62 19,,,,,,Mme Bayram Yanik<br />079 354 99 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,N,N,N,,,N,Y,,Y,N,N,N,1/24/2018 13:00,,,,,,,,,,,
